	PL01	PL02	3D7
PF3D7_1310800	240	78	21
PF3D7_0320100	527	216	95
PF3D7_1369600	218	78	34
PF3D7_0718800	11	3	0
PF3D7_0908500	529	208	138
PF3D7_1357200	97	42	22
PF3D7_0102600	482	346	221
PF3D7_0520600	601	158	63
PF3D7_0817600	1777	597	1291
PF3D7_1424100	7401	3186	1224
PF3D7_1449500	118	34	15
PF3D7_1001400	640	194	282
PF3D7_1370800	2	1	0
PF3D7_0202100	2314	500	1757
PF3D7_0320600	16	2	3
PF3D7_0921600	105	38	19
PF3D7_1002500	0	0	0
PF3D7_API00300	0	0	0
PF3D7_1239100	178	41	12
PF3D7_0320300	6074	2049	1645
PF3D7_1117000	52	23	4
PF3D7_1311300	225	86	30
PF3D7_0530900	154	68	47
PF3D7_0606900	56	16	1
PF3D7_1319700	123	27	11
PF3D7_0903600	970	288	185
PF3D7_0916100	26	14	1
PF3D7_1461300	20001	6151	6692
PF3D7_0822200	12	6	3
PF3D7_1366400	1518	465	526
PF3D7_1029200	128	49	19
PF3D7_1130900	26	12	2
PF3D7_1328600	23	4	0
PF3D7_1317000	672	260	207
PF3D7_0909900	787	221	846
PF3D7_0223500	139	30	412
PF3D7_0309200	546	218	265
PF3D7_1022600	617	172	138
PF3D7_0210700	34	9	5
PF3D7_1233800	78	31	24
PF3D7_1415900	99	28	1
PF3D7_1121400	4	2	0
PF3D7_1466500	18	4	1
PF3D7_0530700	140	39	73
PF3D7_0413400	3	2	6
PF3D7_0418700	753	214	199
PF3D7_0210000	2161	768	372
PF3D7_0825700	12	4	0
PF3D7_1134500	139	56	10
PF3D7_1344500	14	6	0
PF3D7_1142600	1468	473	89
PF3D7_0404000	35	5	1
PF3D7_1132600	116	56	12
PF3D7_1430800	141	67	4
PF3D7_0310300	333	130	48
PF3D7_1251400	37	20	8
PF3D7_1107300	2748	975	517
PF3D7_1122000	14	4	0
PF3D7_0519200	3396	1007	639
PF3D7_1135500	19	10	1
PF3D7_1364700	3	0	1
PF3D7_0404100	6	4	4
PF3D7_1010600	5388	1786	798
PF3D7_1341200	2995	1173	344
PF3D7_0913200	1253	371	65
PF3D7_1204300	3290	1168	225
PF3D7_1240800	0	0	0
PF3D7_1480100	0	0	1
PF3D7_0204000	44	10	1
PF3D7_1007400	74	25	28
PF3D7_1442300	1198	472	121
PF3D7_0901800	35	20	6
PF3D7_1118500	3632	1083	2270
PF3D7_1224200	84	27	10
PF3D7_0810400	187	41	16
PF3D7_1033700	511	185	82
PF3D7_1315100	41	9	2
PF3D7_1229300	240	121	87
PF3D7_0310100	36	10	3
PF3D7_1146700	1	2	0
PF3D7_1369200	205	98	30
PF3D7_0208000	151	71	19
PF3D7_0921300	21	12	1
PF3D7_1021400	371	137	51
PF3D7_0421400	0	0	0
PF3D7_0927500	26	8	8
PF3D7_0627900	85	32	10
PF3D7_1212700	202165	62255	177378
PF3D7_0900300	0	0	0
PF3D7_0809600	229	115	74
PF3D7_0707800	406	132	78
PF3D7_0606100	857	288	218
PF3D7_0625500	7	8	1
PF3D7_0915200	21	9	0
PF3D7_0503400	3184	692	1970
PF3D7_0511700	21	8	1
PF3D7_1359000	277	87	40
PF3D7_1373000	4	0	0
PF3D7_0324700	0	0	1
PF3D7_0322800	21	4	0
PF3D7_1236900	90	29	31
PF3D7_1026400	50	20	9
PF3D7_1116400	626	190	148
PF3D7_0818000	18350	5605	15882
PF3D7_0915300	127	42	21
PF3D7_1343900	404	152	197
PF3D7_API06100	0	0	0
PF3D7_1303800	584	156	86
PF3D7_0705400	1554	757	527
PF3D7_1352800	120	46	9
PF3D7_1338300	2936	855	769
PF3D7_1221200	141	52	10
PF3D7_1250500	186	83	23
PF3D7_0512500	58	14	6
PF3D7_1002000	90	18	48
PF3D7_API02900	0	1	0
PF3D7_1100400	2	2	0
PF3D7_0907100	81	24	10
PF3D7_1147500	20	8	0
PF3D7_1409700	53	18	8
PF3D7_0611200	117	27	12
PF3D7_1362900	59	25	9
PF3D7_0704200	91	39	14
PF3D7_1017900	763	365	138
PF3D7_0420000	884	275	141
PF3D7_1004400	4633	1564	1123
PF3D7_0301500	50	21	7
PF3D7_1314400	8	2	0
PF3D7_1123900	4621	1327	946
PF3D7_1370900	130	44	2
PF3D7_0414500	217	69	8
PF3D7_0624100	39	5	4
PF3D7_0722600	773	342	148
PF3D7_1248900	2592	990	843
PF3D7_0919400	482	285	29
PF3D7_1005600	840	315	173
PF3D7_1231900	51	18	6
PF3D7_0115100	1	1	0
PF3D7_1333600	1147	340	412
PF3D7_0615000	82	37	60
PF3D7_0828100	26	7	3
PF3D7_0720200	321	160	22
PF3D7_1005900	322	124	95
PF3D7_1446100	51	11	3
PF3D7_1034700	185	70	17
PF3D7_1104800	357	120	42
PF3D7_0717100	449	152	163
PF3D7_1243000	275	99	70
PF3D7_1453000	144	42	20
PF3D7_1209000	49	21	11
PF3D7_1240500	0	0	0
PF3D7_0619100	247	82	149
PF3D7_0936100	171	91	15
PF3D7_1124300	1083	412	372
PF3D7_0820100	44	21	12
PF3D7_1439600	73	43	5
PF3D7_1029000	6	3	0
PF3D7_1344600	115	30	8
PF3D7_0931300	3	1	2
PF3D7_1146200	74	24	2
PF3D7_0721100	713	264	156
PF3D7_0725000	184	61	19
PF3D7_0820900	76	25	6
PF3D7_1410400	4673	1710	1549
PF3D7_1337500	674	208	170
PF3D7_0814900	498	199	69
PF3D7_1250900	31	12	6
PF3D7_1455800	145	46	15
PF3D7_1137400	207	82	27
PF3D7_1417800	3024	1284	841
PF3D7_1350500	545	201	154
PF3D7_0912100	91	30	31
PF3D7_1326600	240	81	46
PF3D7_1110200	1640	532	561
PF3D7_1232800	2	0	1
PF3D7_0704300	629	217	91
PF3D7_1238800	1634	474	561
PF3D7_1017800	32	22	4
PF3D7_0710200	498	197	82
PF3D7_0809800	8	8	2
PF3D7_1142300	981	427	374
PF3D7_1139200	8	3	0
PF3D7_1448800	328	99	47
PF3D7_1342800	2019	479	254
PF3D7_0513100	1158	413	1068
PF3D7_0828000	0	1	2
PF3D7_0516900	14416	4288	2920
PF3D7_1444000	5	1	0
PF3D7_1018300	456	167	169
PF3D7_1454000	59	29	15
PF3D7_1340600	1161	273	165
PF3D7_1105900	11	3	0
PF3D7_1423400	34	9	4
PF3D7_0503000	845	353	175
PF3D7_0608100	414	218	160
PF3D7_0824200	154	72	10
PF3D7_1228700	327	177	91
PF3D7_0808450	7	1	0
PF3D7_0105900	25	12	1
PF3D7_1242300	30	10	2
PF3D7_1245800	1230	323	639
PF3D7_1412300	448	190	15
PF3D7_0803400	3607	1581	1910
PF3D7_1470600	440	100	31
PF3D7_0417200	905	341	286
PF3D7_1239300	385	104	285
PF3D7_1435700	671	238	156
PF3D7_0603200	125	58	59
PF3D7_1445900	2910	939	574
PF3D7_0113100	71	21	11
PF3D7_1124900	1081	353	472
PF3D7_1144400	33	7	2
PF3D7_1242100	9	3	0
PF3D7_0906700	226	43	184
PF3D7_1101500	3	1	0
PF3D7_0324900	6	4	160
PF3D7_0600400	1	1	44
PF3D7_1246900	29	16	5
PF3D7_1346300	15607	6060	2800
PF3D7_0207400	471	224	120
PF3D7_0927000	57	27	6
PF3D7_1463900	691	279	119
PF3D7_0520100	170	62	37
PF3D7_0115600	4	6	3
PF3D7_1247800	187	48	13
PF3D7_0937100	5	2	0
PF3D7_1251700	47	15	2
PF3D7_0201600	939	487	292
PF3D7_1030000	7	5	0
PF3D7_1242800	581	285	70
PF3D7_1103500	96	21	7
PF3D7_1410500	33	6	7
PF3D7_1312000	22	0	0
PF3D7_API04300	0	0	0
PF3D7_0517600	21	4	1
PF3D7_1009600	443	174	285
PF3D7_0203700	3057	1100	3099
PF3D7_0519900	25	8	3
PF3D7_0610700	97	31	3
PF3D7_1331000	91	29	33
PF3D7_1341900	1939	655	398
PF3D7_0115400	2	2	0
PF3D7_0816600	1755	544	334
PF3D7_1364600	103	32	15
PF3D7_0917900	24098	9003	4111
PF3D7_0927400	5	0	0
PF3D7_1449900	62	22	5
__too_low_aQual	0	0	0
PF3D7_1346400	2538	949	741
PF3D7_1342600	9265	1979	1264
PF3D7_0221300	1	0	0
PF3D7_0605900	1170	310	163
PF3D7_1459800	640	248	51
PF3D7_1343400	297	86	23
PF3D7_0108500	0	0	0
PF3D7_0921200	234	104	67
PF3D7_1336400	27	12	8
PF3D7_1426800	683	196	189
PF3D7_1368000	5	2	0
PF3D7_1352900	184	38	306
PF3D7_1244100	300	117	21
PF3D7_1479700	3	5	0
PF3D7_1367300	6	3	0
PF3D7_1335000	1743	615	160
PF3D7_1467500	380	165	61
PF3D7_0928700	150	43	7
PF3D7_1145000	27	7	3
PF3D7_0925000	225	57	19
PF3D7_1235200	530	203	190
PF3D7_0323500	318	111	58
PF3D7_0728000	8810	3007	2697
PF3D7_0721500	17	2	0
PF3D7_0821100	285	129	62
PF3D7_API02300	0	0	0
PF3D7_1338400	110	25	14
PF3D7_1453800	220	79	27
PF3D7_1423700	2162	960	391
PF3D7_0726900	330	155	34
PF3D7_0936800	10723	3252	2977
PF3D7_0307500	42	16	9
PF3D7_0516700	936	311	176
PF3D7_1425400	272	98	97
PF3D7_0904500	230	100	27
PF3D7_1304400	295	111	74
PF3D7_0707100	0	0	0
PF3D7_1120500	427	136	52
PF3D7_0511400	51	15	17
PF3D7_0720800	89	45	15
PF3D7_0500300	2	0	2
PF3D7_1405500	48	14	3
PF3D7_0705700	762	309	183
PF3D7_0802400	550	193	94
PF3D7_1356100	892	447	413
PF3D7_0800750	2	1	0
PF3D7_0616500	88	16	10
PF3D7_0420800	0	0	0
PF3D7_0413300	2	6	3
PF3D7_0522700	19	10	1
PF3D7_0409900	4	0	0
PF3D7_0914600	40	8	3
PF3D7_1224000	56	44	30
PF3D7_1350300	119	55	13
PF3D7_0205800	26	16	2
PF3D7_0620700	23	13	0
PF3D7_0715400	11	4	2
PF3D7_API04200	0	0	0
PF3D7_1234300	203	67	93
PF3D7_1220100	236	95	37
PF3D7_0103600	159	54	62
PF3D7_1428300	1375	559	258
PF3D7_0832000	14	55	5
PF3D7_1329300	163	56	49
PF3D7_1247900	326	78	166
PF3D7_1033800	45	8	3
PF3D7_1467200	52	14	3
PF3D7_1302500	451	140	120
PF3D7_API06000	0	0	0
PF3D7_1133000	28	8	10
PF3D7_1019700	448	193	194
PF3D7_1218500	1756	593	387
PF3D7_1428100	42	15	5
PF3D7_0705200	21	8	3
PF3D7_1200100	77	21	83
PF3D7_1132500	2	0	0
PF3D7_0708600	4	0	2
PF3D7_0802200	865	433	157
PF3D7_1466300	3552	1385	1091
PF3D7_0920100	9	10	2
PF3D7_1102600	65	23	3
PF3D7_0620000	88	14	9
PF3D7_0934800	1133	452	272
PF3D7_0213500	46	15	5
PF3D7_1416100	190	89	47
PF3D7_1112300	52	23	2
PF3D7_1429400	318	90	116
PF3D7_0323400	879	255	272
PF3D7_API03300	0	0	0
PF3D7_1332800	681	272	347
PF3D7_1131800	1514	454	380
PF3D7_1205100	313	81	31
PF3D7_0820400	49	25	15
PF3D7_1232100	11947	3177	11745
PF3D7_1125900	485	168	105
PF3D7_0630400	12	19	1
PF3D7_1448400	377	136	44
PF3D7_0715100	6	4	0
PF3D7_0712100	0	0	0
PF3D7_0917600	585	198	150
PF3D7_1114900	106	48	31
PF3D7_1372400	265	91	27
PF3D7_1036000	4609	1087	1282
PF3D7_0818800	532	118	43
PF3D7_1308700	249	121	32
PF3D7_0707400	736	274	65
PF3D7_1204400	25	9	1
PF3D7_1410300	573	126	152
PF3D7_0402800	9	5	2
PF3D7_0600500	1	4	0
PF3D7_1450900	197	54	103
PF3D7_1356000	10	3	1
PF3D7_1328400	12	3	1
PF3D7_1473300	12	9	0
PF3D7_1307800	156	57	25
PF3D7_0202500	11768	3725	3831
PF3D7_API00900	0	0	0
PF3D7_1479100	0	0	0
PF3D7_0709900	50	12	12
PF3D7_1025700	203	85	145
PF3D7_1400100	2	5	2
PF3D7_0524200	6	2	0
PF3D7_1346700	165	52	0
PF3D7_0408800	2	0	0
PF3D7_1410000	146	66	11
PF3D7_0218200	318	118	63
PF3D7_1341800	53	21	11
PF3D7_1415100	31	10	56
PF3D7_0502700	57	17	6
PF3D7_0201200	2	0	0
PF3D7_0929300	158	57	42
PF3D7_0205700	129	46	13
PF3D7_0811600	1139	501	394
PF3D7_0422000	435	129	42
PF3D7_0928100	286	90	54
PF3D7_1144800	30	10	1
PF3D7_0408700	12	4	1
PF3D7_0800600	0	0	0
PF3D7_1333700	970	323	423
PF3D7_1015400	62	24	9
PF3D7_0501600	2319	1127	101
PF3D7_0631100	17	0	2
PF3D7_0412400	6	7	252
PF3D7_1218000	1276	246	239
PF3D7_0216200	176	53	23
PF3D7_0204900	237	88	53
PF3D7_1013500	511	177	60
PF3D7_0113600	252	71	57
PF3D7_1205400	283	115	29
PF3D7_0508300	494	218	75
PF3D7_1307300	34	12	5
PF3D7_0830600	1139	366	271
PF3D7_0527200	928	302	175
PF3D7_0423200	11	9	2
PF3D7_1451100	27397	8964	4675
PF3D7_1313600	76	29	16
PF3D7_1330700	66	30	7
PF3D7_1301600	6277	1541	1923
PF3D7_0110800	688	221	275
PF3D7_0619700	142	51	78
PF3D7_1118100	41	15	2
PF3D7_0314200	84	26	13
PF3D7_0114700	8	2	0
PF3D7_1108700	2670	1219	694
PF3D7_1212500	1637	576	575
PF3D7_0906200	11	2	2
PF3D7_1409200	308	95	32
PF3D7_0610600	374	131	145
PF3D7_1253100	68	20	17
PF3D7_1121900	21	6	7
PF3D7_API05800	0	0	0
PF3D7_0324000	0	0	0
PF3D7_0323800	324	110	53
PF3D7_1317200	370	86	55
PF3D7_1137100	159	43	21
PF3D7_0303300	318	122	49
PF3D7_0620400	140	34	25
PF3D7_0801000	4196	1417	3355
PF3D7_1211600	234	81	49
PF3D7_0413800	3	2	0
PF3D7_1020600	135	80	22
PF3D7_0632400	3	2	1
PF3D7_1363800	21	6	0
PF3D7_1000800	2	10	10
PF3D7_0423300	281	88	161
PF3D7_1459300	15	6	1
PF3D7_0612000	48	10	14
PF3D7_1014300	3270	1445	2103
PF3D7_1434200	5205	1762	844
PF3D7_0103200	670	239	35
PF3D7_1461500	4	2	0
PF3D7_1025800	50	25	9
PF3D7_0318800	26	8	3
PF3D7_1446400	57	24	8
PF3D7_1406100	26	9	8
PF3D7_0602800	12	2	1
PF3D7_1127500	310	83	14
PF3D7_1149900	0	1	2
PF3D7_0418100	1555	418	764
PF3D7_1458100	8	3	1
PF3D7_1226600	192	57	12
PF3D7_1360200	72	23	2
PF3D7_1037700	65	27	17
PF3D7_1324800	236	100	37
PF3D7_1475500	330	99	15
PF3D7_1339000	5	2	0
PF3D7_0935000	96	51	17
PF3D7_1462400	2061	760	2331
PF3D7_0700800	0	0	0
PF3D7_1110000	197	71	11
PF3D7_1222700	6943	2099	1690
PF3D7_0420900	0	0	3
PF3D7_0608400	133	54	5
PF3D7_1220900	785	457	151
PF3D7_1325500	86	18	16
PF3D7_0211000	12	2	1
PF3D7_1003500	9654	3038	2387
PF3D7_1456400	8	1	0
PF3D7_0704500	291	192	70
PF3D7_1106600	136	53	18
PF3D7_0104700	9	2	2
PF3D7_1132000	324	152	53
PF3D7_1221100	39	9	2
PF3D7_0613400	1315	405	774
PF3D7_0714300	584	193	161
PF3D7_0724800	145	50	6
PF3D7_0509000	550	224	110
PF3D7_0410400	395	158	46
PF3D7_1373200	0	0	0
PF3D7_0707700	729	300	213
PF3D7_0508600	458	188	241
PF3D7_0833200	0	0	0
PF3D7_0730000	42	11	2
PF3D7_1123400	2365	873	1463
PF3D7_1233600	1292	386	236
PF3D7_1366600	834	278	189
PF3D7_1371500	9	0	0
PF3D7_1332600	137	52	23
PF3D7_1135600	146	55	33
PF3D7_0514100	197	59	50
PF3D7_0933000	262	100	41
PF3D7_1022300	14	8	2
PF3D7_1035700	7082	1444	2242
PF3D7_0503900	42	10	9
PF3D7_1144600	70	34	12
PF3D7_0928300	58	39	4
PF3D7_0504100	63	15	119
PF3D7_0403100	59	34	9
PF3D7_0711500	1305	467	216
PF3D7_0523900	43	36	3
PF3D7_1302900	132	44	14
PF3D7_1356300	421	192	57
PF3D7_1241500	32	14	2
PF3D7_1412400	265	86	81
PF3D7_1041000	0	4	4
PF3D7_0213000	62	30	13
PF3D7_1468500	456	147	34
PF3D7_0220000	13344	4958	5850
PF3D7_0813600	606	203	295
PF3D7_1235600	1655	734	174
PF3D7_1336600	0	0	0
PF3D7_1254900	0	0	0
PF3D7_0719300	1738	654	737
PF3D7_0721700	105	36	8
PF3D7_1425900	295	131	52
PF3D7_1207900	30	8	0
PF3D7_0305000	269	110	55
PF3D7_0716000	13467	6090	7668
PF3D7_1305300	3250	983	2364
PF3D7_1007900	1138	378	122
PF3D7_1013700	79	47	9
PF3D7_0521600	1	2	0
PF3D7_1036600	23	11	6
PF3D7_1011500	117	27	7
PF3D7_1474600	586	192	76
PF3D7_0102300	543	258	143
PF3D7_0810200	118	49	19
PF3D7_1037600	889	291	137
PF3D7_0911300	11	3	2
PF3D7_0507900	62	29	6
PF3D7_0918600	215	85	28
PF3D7_API02200	0	0	0
PF3D7_1140800	85	38	9
PF3D7_1433700	22	16	7
PF3D7_0414800	115	26	18
PF3D7_1413500	1045	414	338
PF3D7_0102200	21826	6155	5151
PF3D7_1458900	6	4	5
PF3D7_1126400	167	84	6
PF3D7_0312200	75	34	16
PF3D7_1106300	360	110	125
PF3D7_1024300	118	53	4
PF3D7_1334000	42	23	16
PF3D7_0713300	0	3	194
PF3D7_0912800	266	88	45
PF3D7_1414600	259	93	269
PF3D7_0206000	487	187	93
PF3D7_1340800	82	43	11
PF3D7_0310400	348	252	64
PF3D7_0726500	1620	620	163
PF3D7_0405400	6754	2056	1449
PF3D7_0607400	191	67	16
PF3D7_0500100	36	12	111
PF3D7_0321700	126	47	15
PF3D7_0521200	6	0	0
PF3D7_0221650	0	0	0
PF3D7_0528200	7670	2774	1083
PF3D7_0916200	272	102	35
PF3D7_0413600	1073	446	166
PF3D7_0826300	223	81	98
PF3D7_1472000	181	58	25
PF3D7_0811900	231	116	47
PF3D7_1327800	436	140	166
PF3D7_0716100	222	83	30
PF3D7_1315600	474	194	74
PF3D7_1143300	161	54	16
PF3D7_1317900	382	91	33
PF3D7_1314500	284	89	49
PF3D7_0217400	97	41	6
PF3D7_0109000	2956	882	239
PF3D7_1416300	44	14	8
PF3D7_0621700	203	48	13
PF3D7_1136300	2471	1083	1056
PF3D7_0709400	395	152	131
PF3D7_1314900	579	189	160
PF3D7_0900400	0	0	0
PF3D7_0900350	0	0	0
PF3D7_1414200	223	77	76
PF3D7_1304600	341	36	154
PF3D7_1103900	0	1	0
PF3D7_0513000	163	64	12
PF3D7_0830300	5	1	1
PF3D7_0401500	13	83	2
PF3D7_0813700	1520	477	391
PF3D7_1015300	252	111	22
PF3D7_1360000	30	11	2
PF3D7_0220100	908	333	179
PF3D7_1116000	4124	1407	1333
PF3D7_1310600	553	174	148
PF3D7_0405700	938	205	55
PF3D7_1143700	10	2	2
PF3D7_1206300	437	164	171
PF3D7_1439400	1566	660	315
PF3D7_1036900	2116	719	561
PF3D7_0715500	11	6	1
PF3D7_1447300	189	85	45
PF3D7_1330500	1081	485	303
PF3D7_0425500	1	4	1
PF3D7_1213800	2085	648	256
PF3D7_1358400	24	9	0
PF3D7_0726050	1	0	0
PF3D7_0803000	315	115	86
PF3D7_0218000	1521	470	169
PF3D7_1014100	475	143	77
PF3D7_1332300	409	167	84
PF3D7_0929200	641	190	156
PF3D7_1415800	134	40	37
PF3D7_1325100	5829	1597	2274
PF3D7_0920700	378	81	75
PF3D7_1123300	128	34	15
PF3D7_1145500	61	17	3
PF3D7_1445400	1074	636	468
PF3D7_0706200	37	8	3
PF3D7_1401000	1317	358	152
PF3D7_1440400	56	22	38
PF3D7_1119800	97	49	14
PF3D7_API00600	0	0	0
PF3D7_1473200	3108	971	857
PF3D7_0424300	2601	699	774
PF3D7_1000400	9	24	0
PF3D7_0905100	3097	913	1068
PF3D7_1034100	36	4	3
PF3D7_0511500	3841	1079	2294
PF3D7_1100500	0	1	1
PF3D7_0609900	651	253	845
PF3D7_1149100	2483	1137	383
PF3D7_1309200	874	372	141
PF3D7_1421800	73	18	7
PF3D7_0507100	29594	9145	4336
PF3D7_1122500	55	27	9
PF3D7_0208700	83	36	9
PF3D7_1443200	109	21	10
PF3D7_0323100	434	150	157
PF3D7_1372200	1402	455	314
PF3D7_1420300	9	4	1
PF3D7_1246100	45	18	2
PF3D7_1224300	23844	7189	3055
PF3D7_0401700	198	92	26
PF3D7_0215700	6109	1669	3823
PF3D7_1361200	848	381	155
PF3D7_0505300	6	2	0
PF3D7_0511200	249	130	30
PF3D7_0713200	0	2	26
PF3D7_1015000	39	9	2
PF3D7_0529500	445	128	87
PF3D7_1030800	76	37	8
PF3D7_0520400	72	23	5
PF3D7_1137800	32	8	3
PF3D7_1302300	306	138	32
PF3D7_0935100	47	15	6
PF3D7_1236600	12	4	0
PF3D7_1444900	26	9	1
PF3D7_0503800	1671	721	98
PF3D7_1238600	116	61	43
PF3D7_1343800	59	20	2
PF3D7_1146300	108	1	110
PF3D7_1329600	169	51	16
PF3D7_1035300	2215	679	293
PF3D7_1150400	148	57	432
PF3D7_1021300	55	30	2
PF3D7_0306600	71	33	4
PF3D7_1030300	353	165	80
PF3D7_0530800	133	28	19
PF3D7_1254000	1	0	0
PF3D7_1350400	30	6	18
PF3D7_0404500	38	34	6
PF3D7_0928900	111	55	5
PF3D7_0817400	26	14	12
PF3D7_1464300	1	2	0
PF3D7_1215200	21	7	6
PF3D7_API06400	0	0	0
PF3D7_0726600	99	40	14
PF3D7_0933200	571	215	80
PF3D7_0511000	1151	526	405
PF3D7_0200900	0	1	0
PF3D7_0315600	219	88	18
PF3D7_0800650	0	0	0
PF3D7_0614300	2167	882	512
PF3D7_0825200	40	17	4
PF3D7_1358900	839	264	200
PF3D7_1474100	176	50	90
PF3D7_0213400	231	98	26
PF3D7_0214500	9	3	1
PF3D7_1424600	0	0	0
PF3D7_0306500	378	174	80
PF3D7_0922700	107	47	37
PF3D7_1111500	211	74	38
PF3D7_1300800	0	0	0
PF3D7_1362400	665	258	106
PF3D7_0211700	122	66	25
PF3D7_0929000	335	118	74
PF3D7_1034600	58	23	18
PF3D7_0936000	1804	862	244
PF3D7_1315500	71	25	1
PF3D7_0411000	1225	623	661
PF3D7_0720700	3425	1311	2467
PF3D7_1302100	12031	3544	2360
PF3D7_0412500	0	0	0
PF3D7_1300400	1	1	6
PF3D7_1351700	2754	729	599
PF3D7_1040200	2	14	9
PF3D7_1209300	2863	1243	2525
PF3D7_0212000	39	9	0
PF3D7_1354900	284	89	66
PF3D7_0916900	55	19	4
PF3D7_1036400	45	11	2
PF3D7_1431200	150	43	48
PF3D7_1211300	218	62	27
PF3D7_0604200	2	0	0
PF3D7_0917200	9	1	0
PF3D7_0730300	2530	768	1826
PF3D7_0319000	681	259	181
PF3D7_1340500	65	26	12
PF3D7_0302000	508	176	161
PF3D7_0925100	20	7	1
PF3D7_1327500	14	11	4
PF3D7_0621300	767	231	74
PF3D7_1117800	125	33	9
PF3D7_1458200	1	0	0
PF3D7_0214400	785	233	116
PF3D7_0904300	24	5	1
PF3D7_0823900	224	114	40
PF3D7_1209800	0	0	0
PF3D7_0912200	6	3	4
PF3D7_1249000	141	44	15
PF3D7_1365700	259	88	35
PF3D7_0106700	2964	856	1637
PF3D7_1326100	83	26	10
PF3D7_1418400	0	0	0
PF3D7_1362100	28	17	5
PF3D7_1353700	142	45	15
PF3D7_0910100	493	250	44
PF3D7_1401400	11573	2726	3732
PF3D7_0908900	19	9	4
PF3D7_1119100	280	124	34
PF3D7_1335800	169	60	28
PF3D7_1326400	534	206	45
PF3D7_1128700	62	34	13
PF3D7_0626300	54	22	13
PF3D7_0219400	109	35	25
PF3D7_0220300	111	48	7
PF3D7_0728300	124	32	98
PF3D7_1030500	278	139	26
PF3D7_1331600	97	43	17
PF3D7_1202800	15	8	0
PF3D7_0527000	5227	2195	2326
PF3D7_1001500	2933	1439	1473
PF3D7_0404300	3927	1288	3974
PF3D7_0321900	539	238	340
PF3D7_0631900	2	0	5
PF3D7_1116900	99	27	13
PF3D7_0414900	564	139	149
PF3D7_0924000	2399	899	1880
PF3D7_1475800	15	6	3
PF3D7_1306300	55	23	2
PF3D7_0623500	118	43	13
PF3D7_1117600	14	1	3
PF3D7_1347800	6	0	1
PF3D7_0309300	1354	535	324
PF3D7_0308100	212	99	62
PF3D7_0901600	0	2	0
PF3D7_1028200	87	50	17
PF3D7_1312200	60	13	1
PF3D7_1252500	16	5	1
PF3D7_0425400	15	7	3
PF3D7_1405200	23	15	2
PF3D7_1356500	3	1	0
PF3D7_1366900	2117	677	878
PF3D7_0502000	363	104	72
PF3D7_0928600	40	10	5
PF3D7_0422400	7071	2659	1505
PF3D7_0825500	234	89	394
PF3D7_API01400	1	0	0
PF3D7_0113200	350	171	58
PF3D7_1035800	1186	1766	653
PF3D7_1126900	323	118	68
PF3D7_0403200	5112	1868	1556
PF3D7_1452500	70	52	12
PF3D7_1330800	3444	1081	956
PF3D7_1217700	461	206	85
PF3D7_0208400	278	101	34
PF3D7_1462300	1781	632	290
PF3D7_0628300	6336	1542	971
PF3D7_0520000	9152	3001	2708
PF3D7_0302700	59	23	4
PF3D7_0819800	67	11	12
PF3D7_0209100	437	171	231
PF3D7_0814100	36	13	2
PF3D7_1449100	339	174	146
PF3D7_0919900	824	456	390
PF3D7_1465000	64	32	11
PF3D7_1210300	19	9	1
PF3D7_1445200	780	276	553
PF3D7_1414300	20439	6532	4663
PF3D7_1477100	1	0	0
PF3D7_0509700	28	5	3
PF3D7_1437600	4	2	1
PF3D7_1469500	6	5	1
PF3D7_0506400	10	1	3
PF3D7_0916400	64	28	7
PF3D7_API01800	0	0	0
PF3D7_0720100	281	101	121
PF3D7_1242200	148	50	9
PF3D7_1371800	207	161	89
PF3D7_0806900	0	0	0
PF3D7_API03200	0	0	0
PF3D7_0214200	327	155	23
PF3D7_0814000	5543	2025	1194
PF3D7_1367100	6109	1888	3357
PF3D7_1353300	1366	546	661
PF3D7_1142800	405	159	91
PF3D7_1430300	918	270	450
PF3D7_0821700	1276	497	38
PF3D7_1353600	252	82	46
PF3D7_1237000	346	142	21
PF3D7_1303200	61	31	11
PF3D7_1141800	614	291	457
PF3D7_1421700	0	0	0
PF3D7_1130200	12717	3844	7233
PF3D7_1458700	505	183	345
PF3D7_0414400	9	0	0
PF3D7_1372000	399	55	80
PF3D7_0706900	0	0	0
PF3D7_0202200	231	101	34
PF3D7_0604400	0	0	0
PF3D7_1117900	838	186	192
PF3D7_1219500	6	4	4
PF3D7_0417000	16	6	3
PF3D7_0709700	320	164	114
PF3D7_1133900	1210	467	427
PF3D7_1018700	688	215	132
PF3D7_1203100	59	21	27
PF3D7_1213900	2770	935	980
PF3D7_0512100	13	7	2
PF3D7_0405800	8	6	0
PF3D7_0933100	148	27	14
PF3D7_0505600	44	11	15
PF3D7_1248000	10	3	2
PF3D7_0812100	689	188	68
PF3D7_0722100	208	69	56
PF3D7_1457000	910	411	312
PF3D7_1435200	69	27	8
PF3D7_0624600	7940	2438	4371
PF3D7_0601500	51	58	6
PF3D7_1227000	11	4	0
PF3D7_0311600	120	32	12
PF3D7_1440500	309	92	40
PF3D7_1238700	309	100	49
PF3D7_1358000	83	28	11
PF3D7_1000500	4	3	1
PF3D7_0910500	135	47	26
PF3D7_0907400	1298	496	401
PF3D7_0614700	36	18	11
PF3D7_0103500	66	42	5
PF3D7_0425000	6	0	0
PF3D7_0830400	649	243	161
PF3D7_1308600	29	12	3
PF3D7_0933300	173	75	42
